Linux 5.15.0-181-generic (ceph-node1) 	07/15/26 	_x86_64_	(128 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.05    0.00    0.03    0.02    0.00   99.90

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0            0.09     11.50     0.00   0.00    0.04   127.84    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.04
loop1            0.09     11.50     0.00   0.00    0.03   127.71    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.04
loop10           0.01      0.78     0.00   0.00    0.03    76.20    0.00      0.00     0.00   0.00    0.02     5.63    0.00     45.67     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
loop11           0.01      0.79     0.00   0.00    0.03    80.42    0.01      0.02     0.00   0.00    0.01     3.48    0.00     11.41     0.00   0.00    0.83 3493888.00    0.00    0.01    0.00   0.00
loop12           0.01      0.77     0.00   0.00    0.03    75.70    0.00      0.00     0.00   0.00    0.02     5.37    0.00     45.67     0.00   0.00    0.05 4193894.40    0.00    0.00    0.00   0.00
loop13           0.01      0.80     0.00   0.00    0.03    78.42    0.01      0.02     0.00   0.00    0.01     3.58    0.00     11.41     0.00   0.00    0.83 3493888.00    0.00    0.01    0.00   0.00
loop14           0.32      8.26     0.00   0.00    0.01    25.62   34.17    136.65     0.00   0.00    0.13     4.00    0.00     22.83     0.00   0.00 1128.00 4193894.40    0.01    0.01    0.00   0.04
loop15           0.01      1.57     0.00   0.00    0.07   177.70   76.67    181.81     0.00   0.00    0.01     2.37    0.00      5.71     0.00   0.00  455.33 3493888.00   33.62    0.01    0.00   0.24
loop16           0.00      0.15     0.00   0.00    0.02    38.73    0.00      0.00     0.00   0.00    0.02     5.99    0.00     22.83     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
loop17           0.00      0.16     0.00   0.00    0.02    39.75    0.00      0.01     0.00   0.00    0.01     3.69    0.00      5.71     0.00   0.00    0.67 3493888.00    0.00    0.01    0.00   0.00
loop18           0.00      0.15     0.00   0.00    0.02    38.61    0.00      0.00     0.00   0.00    0.02     5.99    0.00     22.83     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
loop19           0.00      0.15     0.00   0.00    0.02    40.21    0.00      0.01     0.00   0.00    0.01     4.00    0.00      5.71     0.00   0.00    0.33 3493888.00    0.00    0.01    0.00   0.00
loop2            0.42     15.91     0.00   0.00    0.02    37.88   34.08    136.29     0.00   0.00    0.13     4.00    0.00     45.67     0.00   0.00  623.65 4193894.40    0.01    0.01    0.00   0.06
loop20           0.00      0.14     0.00   0.00    0.02    39.24    0.00      0.00     0.00   0.00    0.02     5.99    0.00     22.83     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
loop21           0.00      0.15     0.00   0.00    0.02    41.17    0.00      0.01     0.00   0.00    0.01     3.69    0.00      5.71     0.00   0.00    0.67 3493888.00    0.00    0.01    0.00   0.00
loop22           0.00      0.14     0.00   0.00    0.02    37.92    0.00      0.00     0.00   0.00    0.02     5.99    0.00     22.83     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
loop23           0.00      0.14     0.00   0.00    0.02    40.20    0.00      0.01     0.00   0.00    0.01     3.94    0.00      5.71     0.00   0.00    0.67 3493888.00    0.00    0.01    0.00   0.00
loop24           0.00      0.38     0.00   0.00    0.03    82.60    2.85     11.38     0.00   0.00    0.13     4.00    0.00     22.83     0.00   0.00  867.90 4193894.40    0.00    0.01    0.00   0.00
loop25           0.00      0.38     0.00   0.00    0.03    86.03   28.24     65.41     0.00   0.00    0.01     2.32    0.00      5.71     0.00   0.00  588.00 3493888.00   12.80    0.01    0.00   0.50
loop26           0.00      0.37     0.00   0.00    0.03    85.27    2.85     11.39     0.00   0.00    0.13     4.00    0.00     22.83     0.00   0.00  753.10 4193894.40    0.00    0.01    0.00   0.00
loop27           0.00      0.38     0.00   0.00    0.03    84.57   28.15     65.20     0.00   0.00    0.01     2.32    0.00      5.71     0.00   0.00  496.67 3493888.00   12.76    0.01    0.00   0.49
loop28           0.00      0.06     0.00   0.00    0.02    44.23    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop29           0.00      0.06     0.00   0.00    0.02    43.80    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
