Linux 5.15.0-119-generic (ceph-node2) 	07/15/26 	_x86_64_	(128 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.02    0.00    0.02    0.02    0.00   99.94

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
loop0            0.00      0.06     0.00   0.00    0.04    79.63    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop1            0.00      0.06     0.00   0.00    0.04    77.92    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop10           0.01      0.18     0.00   0.00    0.02    33.04    0.01      0.02     0.00   0.00    0.01     3.61    0.00     12.01     0.00   0.00    0.67 3493888.00    0.00    0.01    0.00   0.00
loop11           0.38      8.41     0.00   0.00    0.02    22.19   35.93    143.67     0.00   0.00    0.14     4.00    0.00     24.02     0.00   0.00 1302.70 4193894.40    0.01    0.01    0.00   0.04
loop12           0.01      1.31     0.00   0.00    0.08   184.07   75.90    181.05     0.00   0.00    0.01     2.39    0.00      6.00     0.00   0.00  499.67 3493888.00   33.00    0.01    0.00   0.26
loop13           0.32      8.24     0.00   0.00    0.02    26.02   35.79    143.14     0.00   0.00    0.14     4.00    0.00     24.02     0.00   0.00 1133.30 4193894.40    0.01    0.01    0.00   0.04
loop14           0.01      1.28     0.00   0.00    0.07   204.83   76.31    181.93     0.00   0.00    0.01     2.38    0.00      6.00     0.00   0.00  480.33 3493888.00   33.20    0.01    0.00   0.26
loop15           0.00      0.11     0.00   0.00    0.02    30.62    0.00      0.00     0.00   0.00    0.02     5.99    0.00     24.02     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
loop16           0.00      0.12     0.00   0.00    0.02    32.22    0.00      0.01     0.00   0.00    0.01     3.45    0.00      6.00     0.00   0.00    0.67 3493888.00    0.00    0.00    0.00   0.00
loop17           0.00      0.11     0.00   0.00    0.02    30.01    0.00      0.00     0.00   0.00    0.02     5.99    0.00     24.02     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
loop18           0.00      0.11     0.00   0.00    0.02    31.91    0.00      0.01     0.00   0.00    0.01     4.15    0.00      6.00     0.00   0.00    0.67 3493888.00    0.00    0.01    0.00   0.00
loop19           0.00      0.10     0.00   0.00    0.02    30.52    0.00      0.00     0.00   0.00    0.02     5.99    0.00     24.02     0.00   0.00    0.00 4193894.40    0.00    0.00    0.00   0.00
